"Name","Slug","Price","Regular Price","Stock","Categories","Tags","Registro INVIMA","Advertencia","Beneficios","Width","Height","Depth","Attributes","Modo de Uso","Description","","","","","","","","","",""
"Té Negro Natural Nutrition (20 bolsas de Té Negro) - 800g","Té-negro-natural-nutrition-20-bolsas-de-té-negro-800g","30000","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","Bebida natural con perfil antioxidante.

Infusión cálida ideal para acompañar momentos de pausa.

Sabor tradicional y aroma intenso provenientes de hojas seleccionadas.

Opción versátil para disfrutar caliente o fría dentro de una rutina equilibrada.","","","","Cantidad: 800g","Agrega una bolsa de té en una taza de agua caliente y déjala reposar entre 3 y 5 minutos. Puedes disfrutarlo en la mañana, en la tarde o en momentos de pausa durante el día, según tu preferencia.","El Té Negro Natural Nutrition es una infusión elaborada con hojas seleccionadas de Camellia sinensis, reconocida por su aroma intenso y su sabor característico con un ligero toque astringente propio de este tipo de té. Su preparación tradicional permite obtener una bebida de perfil profundo y cálido, ideal para acompañar diferentes momentos del día dentro de una rutina equilibrada.

Gracias a su origen natural y su perfil antioxidante, se integra fácilmente en estilos de vida saludables.

Puede disfrutarse caliente o fría, en la mañana, la tarde o en espacios de pausa, convirtiéndose en una opción versátil y atemporal para quienes buscan una experiencia auténtica y reconfortante.
","","","","","","","","","",""
"Té Azul Natural Nutrition (20 bolsas de Té Azul)","Té-azul-natural-nutrition-20-bolsas-de-té-azul","0","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","-Infusión natural con perfil antioxidante suave.
-Bebida ligera que aporta una sensación agradable durante el día.
-Ideal para acompañar la alimentación dentro de una rutina equilibrada.
-Aroma delicado y sabor suave que complementan momentos de autocuidado.
-Opción reconfortante para disfrutar en pausa o espacios de relajación.","","","","Cantidad: 20 Bolsas","Caliente agua hasta antes de hervir (aprox. 85 °C). Agrega una bolsa de té y deja reposar entre 3 y 5 minutos. Puedes disfrutarlo caliente o tibio, en la mañana o después de las comidas, según lo que se ajuste mejor a tu rutina.","
Té azul Natural Nutrition es una infusión natural elaborada con hojas seleccionadas, reconocidas por su sabor suave y su perfil aromático delicado. Su proceso de elaboración permite conservar sus características naturales, ofreciendo una bebida ligera y agradable para acompañar diferentes momentos del día.

Gracias a los compuestos naturalmente presentes en la planta, esta infusión aporta un perfil antioxidante suave y se integra fácilmente en una rutina equilibrada.
Puede disfrutarse en la mañana, durante una pausa en el día o después de las comidas como una bebida cálida y ligera.","","","","","","","","","",""
"Té Azul Natural Nutrition (20 bolsas de Té Azul) - 800g","Té-azul-natural-nutrition-20-bolsas-de-té-azul-800g","30000","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","-Infusión natural con perfil antioxidante suave.
-Bebida ligera que aporta una sensación agradable durante el día.
-Ideal para acompañar la alimentación dentro de una rutina equilibrada.
-Aroma delicado y sabor suave que complementan momentos de autocuidado.
-Opción reconfortante para disfrutar en pausa o espacios de relajación.","","","","Cantidad: 800g","Caliente agua hasta antes de hervir (aprox. 85 °C). Agrega una bolsa de té y deja reposar entre 3 y 5 minutos. Puedes disfrutarlo caliente o tibio, en la mañana o después de las comidas, según lo que se ajuste mejor a tu rutina.","
Té azul Natural Nutrition es una infusión natural elaborada con hojas seleccionadas, reconocidas por su sabor suave y su perfil aromático delicado. Su proceso de elaboración permite conservar sus características naturales, ofreciendo una bebida ligera y agradable para acompañar diferentes momentos del día.

Gracias a los compuestos naturalmente presentes en la planta, esta infusión aporta un perfil antioxidante suave y se integra fácilmente en una rutina equilibrada.
Puede disfrutarse en la mañana, durante una pausa en el día o después de las comidas como una bebida cálida y ligera.","","","","","","","","","",""
"Té Blanco Natural Nutrition (20 bolsas de Té Blanco)","Té-blanco-natural-nutrition-20-bolsas-de-té-blanco","0","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","Aporta antioxidantes naturales, que acompañan el bienestar general.

Bebida suave y ligera, ideal para disfrutar durante el día.

Su perfil delicado y aroma natural lo hacen perfecto para momentos de calma.

Opción equilibrada para quienes prefieren infusiones suaves.

Puede disfrutarse caliente o fría, adaptándose a distintos momentos del día.","","","","Cantidad: 20 Bolsas","Agrega una bolsa de té en una taza de agua caliente (sin hervir) y déjala reposar entre 3 y 5 minutos. Puede consumirse caliente o fría, según preferencia, en cualquier momento del día para disfrutar su sabor suave y aroma característico.","El Té Blanco Natural Nutrition es una infusión suave elaborada con hojas jóvenes de Camellia sinensis, cuidadosamente recolectadas para conservar su frescura y características naturales. Su proceso delicado permite obtener un sabor sútil, aroma limpio y un perfil antioxidante característico del té blanco.

Gracias a  su ligereza y equilibrio, es una opción ideal para quienes prefieren bebidas suaves que se integren fácilmente en un estilo de vida equilibrado. Su contenido natural de cafeína es moderado, lo que lo hace adecuado para quienes buscan una infusión sin sensación intensa de estimulación.

Puede disfrutarse en la mañana o durante pausas del día, formando parte de rituales diarios orientados al bienestar y al disfrute consciente.","","","","","","","","","",""
"Té Blanco Natural Nutrition (20 bolsas de Té Blanco) - 800g","Té-blanco-natural-nutrition-20-bolsas-de-té-blanco-800g","30000","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","Aporta antioxidantes naturales, que acompañan el bienestar general.

Bebida suave y ligera, ideal para disfrutar durante el día.

Su perfil delicado y aroma natural lo hacen perfecto para momentos de calma.

Opción equilibrada para quienes prefieren infusiones suaves.

Puede disfrutarse caliente o fría, adaptándose a distintos momentos del día.","","","","Cantidad: 800g","Agrega una bolsa de té en una taza de agua caliente (sin hervir) y déjala reposar entre 3 y 5 minutos. Puede consumirse caliente o fría, según preferencia, en cualquier momento del día para disfrutar su sabor suave y aroma característico","El Té Blanco Natural Nutrition es una infusión suave elaborada con hojas jóvenes de Camellia sinensis, cuidadosamente recolectadas para conservar su frescura y características naturales. Su proceso delicado permite obtener un sabor sútil, aroma limpio y un perfil antioxidante característico del té blanco.

Gracias a  su ligereza y equilibrio, es una opción ideal para quienes prefieren bebidas suaves que se integren fácilmente en un estilo de vida equilibrado. Su contenido natural de cafeína es moderado, lo que lo hace adecuado para quienes buscan una infusión sin sensación intensa de estimulación.

Puede disfrutarse en la mañana o durante pausas del día, formando parte de rituales diarios orientados al bienestar y al disfrute consciente.","","","","","","","","","",""
"Té Amarillo Natural Nutrition (20 bolsas de Té Amarillo)","Té-amarillo-natural-nutrition-20-bolsas-de-té-amarillo","0","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","Bebida suave y aromática, ideal para comenzar la mañana o disfrutar en cualquier momento del día.

Perfil antioxidante, que acompaña al bienestar general dentro de un estilo de vida saludable.

Aporta una energía ligera, gracias a su contenido natural de cafeína.

Puede acompañar momentos que requieren atención y enfoque, dentro de una rutina equilibrada.","","","","Cantidad: 20 Sobres","Agrega una bolsa de té en una taza de agua caliente y déjala reposar entre 3 y 5 minutos. Puede tomarse durante la mañana o en cualquier momento del día para disfrutar su suavidad, aroma y sabor característico.","El Té Amarillo de Natural Nutrition es una infusión premium elaborada a partir de hojas de Camellia sinensis de edad media, cuidadosamente procesadas mediante un método tradicional que ayuda a conservar su pureza, sabor y características naturales. Este proceso le otorga su suavidad distintiva, su aroma delicado y su perfil antioxidante.

Se caracteriza por brindar una energía ligera y equilibrada, lo que lo hace adecuado para comenzar la mañana o acompañar distintos momentos del día. Gracias a su contenido natural de cafeína, puede integrarse en actividades que requieren atención y enfoque, dentro de una rutina cotidiana.

De forma natural, la hoja de té contiene flúor, como parte de su composición. Consumido dentro de una alimentación equilibrada y hábitos de vida saludables, el té amarillo puede formar parte de un estilo de vida orientado al bienestar general.","","","","","","","","","",""
"Té Amarillo Natural Nutrition (20 bolsas de Té Amarillo) - 20 Sobres","Té-amarillo-natural-nutrition-20-bolsas-de-té-amarillo-20-sobres","30500","","100","Alimento","","NSA-0009563-2020","Conservar la caja bien cerrada en un lugar fresco y seco.","Bebida suave y aromática, ideal para comenzar la mañana o disfrutar en cualquier momento del día.

Perfil antioxidante, que acompaña al bienestar general dentro de un estilo de vida saludable.

Aporta una energía ligera, gracias a su contenido natural de cafeína.

Puede acompañar momentos que requieren atención y enfoque, dentro de una rutina equilibrada.","","","","Cantidad: 20 Sobres","Agrega una bolsa de té en una taza de agua caliente y déjala reposar entre 3 y 5 minutos. Puede tomarse durante la mañana o en cualquier momento del día para disfrutar su suavidad, aroma y sabor característico.","El Té Amarillo de Natural Nutrition es una infusión premium elaborada a partir de hojas de Camellia sinensis de edad media, cuidadosamente procesadas mediante un método tradicional que ayuda a conservar su pureza, sabor y características naturales. Este proceso le otorga su suavidad distintiva, su aroma delicado y su perfil antioxidante.

Se caracteriza por brindar una energía ligera y equilibrada, lo que lo hace adecuado para comenzar la mañana o acompañar distintos momentos del día. Gracias a su contenido natural de cafeína, puede integrarse en actividades que requieren atención y enfoque, dentro de una rutina cotidiana.

De forma natural, la hoja de té contiene flúor, como parte de su composición. Consumido dentro de una alimentación equilibrada y hábitos de vida saludables, el té amarillo puede formar parte de un estilo de vida orientado al bienestar general.","","","","","","","","","",""
"Korean Ginseng - (Panax Ginseng) 100 mg - x60","korean-ginseng-panax-ginseng-100-mg-x60","51500","","100","Fitoterapéutico","korean ginseng, Natural Nutrition, productos naturales.","PFM2012-0002028","Contraindicaciones y Advertencias:

Hipersensibilidad a los componentes de la planta. embarazo y lactancia. hipertensión, taquicardia, ansiedad y estados febriles. hipertiroidismo. Si los sintomas persisten consulte a su médico. No consumir dosis superiores a las indicadas. Manténgase fuera del acance de los niños. ","Beneficios principales del Korean Ginseng Natural Nutrition:
Coadyuvante en el tratamiento de estados de agotamiento físico o mental y astenia.
Acompaña la vitalidad y el bienestar general.

Tradicionalmente utilizado para apoyar la sensación de energía natural.

Puede complementar jornadas de actividad física o periodos de alta demanda.

Extracto estandarizado de Panax ginseng.

Fitoterapéutico elaborado bajo estándares de calidad Natural Nutrition.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60","Tomar 1 cápsula blanda al día, preferiblemente con alimentos, no se recomienda después de las 5:00 pm.","El Korean Ginseng Natural Nutrition es un fitoterapéutico elaborado a partir de Panax ginseng, planta tradicionalmente reconocida en la cultura oriental por su asociación con la vitalidad y el bienestar general. 

Contiene extracto estandarizado que garantiza calidad y concentración uniforme en cada cápsula. Tradicionalmente ha sido utilizado para acompañar la sensación de energía natural y complementar rutinas activas, especialmente en periodos de mayor exigencia física o mental.

Puede integrarse dentro de hábitos saludables como actividad física regular, alimentación equilibrada e hidratación adecuada. Su presentación en cápsulas blandas facilita el consumo diario y favorece la constancia en la rutina.","","","","","","","","","",""
"Ginkgo Biloba","ginkgo-biloba","0","","100","Fitoterapéutico","","PFM2016-0002521","No consumir en los siguientes casos:

Hipersensibilidad a los componentes de la planta.

No utilizar cuando se presenta un alto grado de arteriosclerosis.

Embarazo y lactancia.

Personas en tratamiento anticoagulante o con condiciones médicas especiales, salvo indicación médica.

Ante cualquier duda, consulte previamente con su médico.","Acompaña el bienestar circulatorio, como parte de rutinas de bienestar general.

Favorece una sensación de vitalidad y equilibrio.

Planta tradicionalmente utilizada en rutinas de bienestar general.

Elaborado con extracto estandarizado, lo que aporta calidad y consistencia en cada dosis.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60, x90","Modo de uso:
Usar según la dosificación indicada o recetada por el médico tratante.","El Ginkgo Biloba Natural Nutrition es un producto fitoterapéutico elaborado a partir del extracto estandarizado de la planta Ginkgo biloba, utilizado tradicionalmente como complemento dentro de enfoques integrales de bienestar. Su formulación permite su integración como apoyo dentro de rutinas orientadas al equilibrio general del organismo.

Desde un enfoque profesional, el Ginkgo biloba ha sido tradicionalmente considerado dentro de estrategias de acompañamiento relacionadas con el bienestar circulatorio y la oxigenación, así como las funciones cognitivas normales, siempre bajo criterio y supervisión del profesional de la salud.

Este producto está pensado para que usted, como profesional de la salud, evalúe su pertinencia según el perfil del paciente, su historia clínica y las condiciones particulares que presente. Su formulación permite que el médico determine la dosificación, duración y frecuencia de uso más adecuada, respetando siempre las guías clínicas y normativas vigentes.

Es importante resaltar que el Ginkgo Biloba Natural Nutrition es un producto de venta exclusiva bajo fórmula médica, conforme a su clasificación sanitaria.                             Para la adquisición de Ginkgo Biloba Natural Nutrition a través del sitio web:

Si el comprador es personal médico, deberá aportar constancia que lo acredite como profesional de la salud autorizado para prescribir este producto.

Si el comprador es un paciente o usuario final, deberá adjuntar una fórmula médica legible, en la cual se evidencie claramente:

Nombre completo del médico tratante

Número de tarjeta profesional

Prescripción explícita del producto

Sin el cumplimiento de estos requisitos, no será posible realizar la venta, en concordancia con la normativa sanitaria vigente y las políticas de Natural Nutrition.","","","","","","","","","",""
"Ginkgo Biloba - x60","ginkgo-biloba-x60","50200","","100","Fitoterapéutico","","PFM2016-0002522","No consumir en los siguientes casos:

Hipersensibilidad a los componentes de la planta.

No utilizar cuando se presenta un alto grado de arteriosclerosis.

Embarazo y lactancia.

Personas en tratamiento anticoagulante o con condiciones médicas especiales, salvo indicación médica.

Ante cualquier duda, consulte previamente con su médico.","Acompaña el bienestar circulatorio, como parte de rutinas de bienestar general.

Favorece una sensación de vitalidad y equilibrio.

Planta tradicionalmente utilizada en rutinas de bienestar general.

Elaborado con extracto estandarizado, lo que aporta calidad y consistencia en cada dosis.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60","Modo de uso:
Usar según la dosificación indicada o recetada por el médico tratante.","El Ginkgo Biloba Natural Nutrition es un producto fitoterapéutico elaborado a partir del extracto estandarizado de la planta Ginkgo biloba, utilizado tradicionalmente como complemento dentro de enfoques integrales de bienestar. Su formulación permite su integración como apoyo dentro de rutinas orientadas al equilibrio general del organismo.

Desde un enfoque profesional, el Ginkgo biloba ha sido tradicionalmente considerado dentro de estrategias de acompañamiento relacionadas con el bienestar circulatorio y la oxigenación, así como las funciones cognitivas normales, siempre bajo criterio y supervisión del profesional de la salud.

Este producto está pensado para que usted, como profesional de la salud, evalúe su pertinencia según el perfil del paciente, su historia clínica y las condiciones particulares que presente. Su formulación permite que el médico determine la dosificación, duración y frecuencia de uso más adecuada, respetando siempre las guías clínicas y normativas vigentes.

Es importante resaltar que el Ginkgo Biloba Natural Nutrition es un producto de venta exclusiva bajo fórmula médica, conforme a su clasificación sanitaria.                             Para la adquisición de Ginkgo Biloba Natural Nutrition a través del sitio web:

Si el comprador es personal médico, deberá aportar constancia que lo acredite como profesional de la salud autorizado para prescribir este producto.

Si el comprador es un paciente o usuario final, deberá adjuntar una fórmula médica legible, en la cual se evidencie claramente:

Nombre completo del médico tratante

Número de tarjeta profesional

Prescripción explícita del producto

Sin el cumplimiento de estos requisitos, no será posible realizar la venta, en concordancia con la normativa sanitaria vigente y las políticas de Natural Nutrition.","","","","","","","","","",""
"Ginkgo Biloba - x90","ginkgo-biloba-x90","66900","","100","Fitoterapéutico","","PFM2016-0002523","No consumir en los siguientes casos:

Hipersensibilidad a los componentes de la planta.

No utilizar cuando se presenta un alto grado de arteriosclerosis.

Embarazo y lactancia.

Personas en tratamiento anticoagulante o con condiciones médicas especiales, salvo indicación médica.

Ante cualquier duda, consulte previamente con su médico.","Acompaña el bienestar circulatorio, como parte de rutinas de bienestar general.

Favorece una sensación de vitalidad y equilibrio.

Planta tradicionalmente utilizada en rutinas de bienestar general.

Elaborado con extracto estandarizado, lo que aporta calidad y consistencia en cada dosis.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x90","Modo de uso:
Usar según la dosificación indicada o recetada por el médico tratante.","El Ginkgo Biloba Natural Nutrition es un producto fitoterapéutico elaborado a partir del extracto estandarizado de la planta Ginkgo biloba, utilizado tradicionalmente como complemento dentro de enfoques integrales de bienestar. Su formulación permite su integración como apoyo dentro de rutinas orientadas al equilibrio general del organismo.

Desde un enfoque profesional, el Ginkgo biloba ha sido tradicionalmente considerado dentro de estrategias de acompañamiento relacionadas con el bienestar circulatorio y la oxigenación, así como las funciones cognitivas normales, siempre bajo criterio y supervisión del profesional de la salud.

Este producto está pensado para que usted, como profesional de la salud, evalúe su pertinencia según el perfil del paciente, su historia clínica y las condiciones particulares que presente. Su formulación permite que el médico determine la dosificación, duración y frecuencia de uso más adecuada, respetando siempre las guías clínicas y normativas vigentes.

Es importante resaltar que el Ginkgo Biloba Natural Nutrition es un producto de venta exclusiva bajo fórmula médica, conforme a su clasificación sanitaria.                             Para la adquisición de Ginkgo Biloba Natural Nutrition a través del sitio web:

Si el comprador es personal médico, deberá aportar constancia que lo acredite como profesional de la salud autorizado para prescribir este producto.

Si el comprador es un paciente o usuario final, deberá adjuntar una fórmula médica legible, en la cual se evidencie claramente:

Nombre completo del médico tratante

Número de tarjeta profesional

Prescripción explícita del producto

Sin el cumplimiento de estos requisitos, no será posible realizar la venta, en concordancia con la normativa sanitaria vigente y las políticas de Natural Nutrition.","","","","","","","","","",""
"Aloe Vera + Vitamina E - x60","Aloe-vera-vitamina-E-x60","53500","","100","Cosmético","","NSOC09232-21CO","Uso tópico - Cosmético. No ingerir. Mantener fuera del alcance de los niños.","Hidrata y suaviza la piel.

Favorece una apariencia luminosa y revitalizada.

Aporta frescura y humectación inmediata.

Contribuye a mejorar la textura y mantener la sensación de elasticidad.

La vitamina E actúa como antioxidante ayudando a mantener un aspecto saludable.

Presentación en perlas individuales, práctica y de fácil aplicación.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60","Abrir cuidadosamente una perla en su extremo más delgado y aplicar sobre el rostro limpio. Usar 1–2 veces al día: en la mañana antes del protector solar y en la noche después de la rutina facial.","El Aloe Vera + Vitamina E Natural Nutrition es un tratamiento cosmético de uso tópico en perlas, diseñado para hidratar, suavizar y mejorar la apariencia general de la piel.

El Aloe Vera (sábila) reconocido por su acción humectante y refrescante, aporta hidratación y confort inmediato. La vitamina E complementa la fórmula con su acción antioxidante, contribuyendo a mantener una piel con aspecto saludable, luminoso y flexible.

Su uso regular favorece una textura más suave y uniforme, especialmente en pieles expuestas al sol o a factores que generan resequedad.

Cada perla contiene una dosis individual, que permite una aplicación práctica, higiénica y precisa, con rápida absorción y sensación ligera en la piel.","","","","","","","","","",""
"Aloe Vera + Coenzima Q10","Aloe-vera-Coenzima-Q10","0","","100","Cosmético","","NSOC29252-24CO","PRODUCTO COSMÉTICO DE USO TÓPICO, NO INGERIR, MANTENER ALEJADO DE NIÑOS.","Hidrata y suaviza la piel.

Aporta luminosidad y frescura al rostro.

Ayuda a mejorar la apariencia de líneas finas.

Contribuye a mantener la sensación de elasticidad y firmeza.

Acción antioxidante que favorece una apariencia revitalizada.

Perlas de uso individual para mayor higiene y aplicación precisa.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60","USO EXTERNO EXCLUSIVAMENTE. No ingerir. Abrir cuidadosamente una perla en su extremo más delgado y aplicar el contenido sobre el rostro limpio una vez al día en la noche. Masajear suavemente hasta su total absorción. Se recomienda aplicar un poco en la mejilla y esperar treinta minutos para comprobar si existe alergia al producto.","El Aloe Vera + Coenzima Q10 Natural Nutrition es un tratamiento cosmético en perlas de uso tópico diseñado para hidratar, suavizar y mejorar la apariencia general de la piel del rostro. Su fórmula combina aloe vera, reconocido por su acción humectante y refrescante, con coenzima Q10, un antioxidante que contribuye a mantener una apariencia luminosa y revitalizada.

El Aloe Vera aporta hidratación y frescura inmediata, ayudando a mejorar la textura y suavidad de la piel, especialmente en casos de resequedad.

La Coenzima Q10, complementa la fórmula con su acción antioxidante, favoreciendo una apariencia más uniforme y saludable.

Su presentación en perlas individuales permite una aplicación práctica, higiénica y con dosis precisa, ideal para incorporar en la rutina diaria de cuidado facial.","","","","","","","","","",""
"Calostro Bovino","calostro-bovino","0","","100","Suplemento Dietario","","SD2017-0004009","Este producto es un suplemento dietario, no es un medicamento y no suple una alimentación equilibrada.

Puede causar hipersensibilidad.

No consumir en estado de embarazo y lactancia.

Mantener fuera del alcance de los niños.

Almacenar a temperatura inferior a 30°C y humedad relativa menor a 75%.","Beneficios principales del Calostro Bovino Natural Nutrition:

Acompaña el funcionamiento normal del sistema inmune.

Contribuye al bienestar y equilibrio intestinal.

Aporta componentes bioactivos naturalmente presentes en el calostro.

Ideal para complementar la nutrición diaria en rutinas exigentes.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60","Modo de uso: consume 2 cápsulas blandas al día, preferiblemente con alimentos. La constancia permite acompañar de manera natural los procesos internos del cuerpo.","El Calostro Bovino Natural Nutrition, también conocido como factor de transferencia, es un suplemento elaborado a partir de la primera leche producida por las vacas durante los días posteriores al parto. Este calostro contiene una alta concentración de nutrientes bioactivos que no se encuentran en la leche posterior. Gracias a su composición, se convierte en un complemento nutricional diseñado para acompañar el bienestar general y apoyar el funcionamiento normal del organismo dentro de una alimentación equilibrada. Muchas personas incorporan el calostro bovino como parte de su rutina cuando desean complementar su nutrición en etapas de alta demanda física, cambios de clima o rutinas exigentes. Sus componentes participan de manera natural en procesos relacionados con la defensa interna, la vitalidad y el equilibrio intestinal. Es importante señalar que este producto no sustituye hábitos de vida saludables ni actúa como tratamiento médico. Esta fórmula esta dirigida a personas que desean complementar su alimentación con un suplemento rico en componentes bioactivos, manteniendo siempre un enfoque natural y respetuoso con los procesos normales del cuerpo.","","","","","","","","","",""
"Vitagomitas For Kids","vitagomitas-for-kids","0","","100","Suplemento Dietario","","SD2017-0000137-R1","Este producto es un suplemento dietario, no es un medicamento y no suple una alimentación equilibrada.

Puede causar hipersensibilidad.

No consumir en estado de embarazo y lactancia.

Mantener fuera del alcance de los niños.

Almacenar a temperatura inferior a 30°C y humedad relativa menor a 75%.","Beneficios principales de Vitagomitas For Kids Natural Nutrition:

Complementan la nutrición diaria de los niños.

Aportan vitaminas esenciales en un formato agradable y fácil de consumir.

Pueden integrarse como apoyo en casos de alimentación selectiva o apetito variable.

Contribuyen el bienestar general y la vitalidad dentro de una dieta equilibrada.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60, x90, x120","Se recomienda consumir 1 gomita al día, bajo la supervisión de un adulto. Conservar en un lugar fresco en su empaque original y fuera del alcance de los niños.","Las Vitagomitas For Kids Natural Nutrition es una alternativa práctica y agradable para complementar la nutrición diaria de los niños. Están elaboradas con vitaminas esenciales que participan en procesos naturales del organismo relacionados con el metabolismo energético, la función normal del sistema inmune y el bienestar general. Su formato en gomitas facilita su consumo y convierte la rutina vitamínica en un momento agradable para los más pequeños.

Pueden integrarse como apoyo en etapas escolares, rutinas activas o en casos de alimentación selectiva, simpre dentro de una dieta equilibrada.



","","","","","","","","","",""
"Cloruro de Magnesio + Colageno + Vitamina D3","cloruro-de-magnesio-colageno-vitamina-d3","0","","100","Suplemento Dietario","","SD2021-0004617","Este producto es un suplemento dietario, no es un medicamento y no suple una alimentación equilibrada.

Puede causar hipersensibilidad.

No consumir en estado de embarazo y lactancia.

Mantener fuera del alcance de los niños.

Almacenar a temperatura inferior a 30°C y humedad relativa menor a 75%.","•        Contribuye al funcionamiento normal de los músculos (Magnesio).
•        La Vitamina D3 contribuye al mantenimiento normal de huesos.
•        Acompaña el bienestar y la movilidad articular dentro de un estilo de vida saludable.
•        Complementa la nutrición diaria con colágeno, proteína estructural presente en tejidos conectivos.
•        Fórmula integral para el bienestar general.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x60, x90, x120","Modo de uso: consume 1 cápsula dura al día, preferiblemente con alimentos. El consumo regular, como parte de una alimentación equilibrada y un estilo de vida saludable, favorece su acompañamiento en la movilidad y en el mantenimiento de la estructura normal del cuerpo.","Cloruro de magnesio + Colágeno + Vitamina D3 Natural Nutrition reúne tres nutrientes que acompañan la movilidad, el bienestar óseo y la vitalidad general dentro de un estilo de vida saludable. 

El Magnesio contribuye al funcionamiento normal de los músculos y del sistema nervioso, además de apoyar el equilibrio electrolítico.

El colágeno hidrolizado complementa la fórmula como proteína estructural presente en tejidos conectivos.
La vitamina D3 contribuye al mantenimiento normal de los huesos y favorece la adecuada absorción del calcio.

La combinación entre estos componentes convierte esta fórmula en una opción práctica para quienes desean complementar su nutrición diaria y acompañar su bienestar físico de manera integral.","","","","","","","","","",""
"Colágeno Hidrolizado Premium X 473 ml - x473ml","Colágeno-hidrolizado-premium-x-473-ml-x473ml","103000","","100","Suplemento Dietario","","SD2010-0001404","Este producto es un suplemento dietario, no es un medicamento y no suple una alimentación equilibrada.

Puede causar hipersensibilidad.

No consumir en estado de embarazo y lactancia.

Mantener fuera del alcance de los niños.

Almacenar a temperatura inferior a 30°C y humedad relativa menor a 75%.","•        Acompaña la elasticidad y apariencia saludable de la piel.
•        Complementa la nutrición de tejidos como articulaciones, tendones y ligamentos.
•        Puede favorecer la hidratación natural de la piel.
•        Acompaña el bienestar del cabello y las uñas.
•        Alta absorción gracias a su formato hidrolizado.
•        Ideal para complementar la nutrición diaria dentro de un estilo de vida saludable.","5.8 cms","","7 cms","Cantidad: x473ml","Adultos, tomar 15 ml (una cucharada) dos veces al día, puede tomarse solo o diluido en agua o jugo, preferiblemente con alimentos, como suplemento nutricional. La constancia permite acompañar mejor la función natural de los tejidos y la apariencia saludable de la piel.","El Colágeno Hidrolizado Premium Natural Nutrition es una fórmula líquida de alta absorción diseñada para acompañar el bienestar integral. Cada porción aporta colágeno hidrolizado, proteína presente de forma natural en la piel, articulaciones y tejidos conectivos.
Gracias a su proceso de hidrólisis, facilita su absorción y se integra fácilmente a la rutina diaria. Puede acompañar la hidratación y elasticidad de la piel, así como el bienestar de articulaciones y tejidos dentro de un estilo de vida saludable.
Su presentación líquida lo hace práctico y fácil de consumir, ideal para complementar la nutrición diaria. ","","","","","","","","","",""
"Betacarotene ""Vitamina A 5.000 IU""","Betacarotene-Vitamina-A-5000-IU","0","","100","Suplemento Dietario","Betacarotene, Natural Nutrition, productos naturales., Vitamina A","SD2018-0000100-R1","Este producto es un suplemento dietario, no es un medicamento y no suple una alimentación equilibrada.
No se han reportado contraindicaciones de este producto siguiendo el modo de uso recomendado.
Puede causar hipersensibilidad.

No consumir en estado de embarazo y lactancia.

Mantener fuera del alcance de los niños.

Almacenar a temperatura inferior a 30°C y humedad relativa menor a 75%.","Fuente de provitamina A de origen natural. Contribuye al mantenimiento normal de la visión, cuando se consume dentro de una alimentación equilibrada.

Apoya el mantenimiento de la piel en condiciones normales.

Aporta cción antioxidante que acompaña la protección frente al estrés oxidativo.

Opción ideal para complementar la nutrición diaria.","5.8 cms","11.0 cms","11.0 cms","Cantidad: x100","Modo de uso: tomar 1 cápsula blanda al día, preferiblemente con alimentos como complemento de una alimentación equilibrada y hábitos de vida saludables.","El Betacarotene Vitamina A 5.000 IU Natural Nutrition es un complemento de origen vegetal que aporta provitamina A, nutriente esencial para el mantenimiento normal de la visión, la piel y diversas funciones del organismo.

El betacaroteno actúa como precursor de la Vitamina A, lo que significa que el cuerpo lo convierte según sus necesidades, permitiendo un aporte equilibrado.

Además, participa en la protección de las células frente al estrés oxidativo gracias a su acción antioxidante.

Consumido dentro de una alimentación equilibrada y hábitos de vida saludables, es una opción para complementar la nutrición diaria y apoyar el bienestar general.","","","","","","","","","",""
